address,name,online_order,book_table,rate,votes,phone,location,rest_type,cuisines,approx_cost(for two people),menu_item,listed_in(type),listed_in(city)
"38, 22nd Main, 22nd Cross, Opposite BDA, 2nd Stage, Banashankari, Bangalore",Krishna Sagar,No,No,3.5/5,31,"+91 8892752997
+91 7204780429",Banashankari,Quick Bites,North Indian,200,"['Paneer Biryani', 'Pasta', 'Dal Makhani', 'Gaon Ki Thali', 'Sandwiches']",Delivery,Banashankari
"1/34, 3rd Cross Road, Kathriguppe IV Phase, Banashankari 3rd Stage, Banashankari, Bangalore",Dessert Rose,No,No,3.5/5,7,+91 7829604777,Banashankari,Dessert Parlor,Desserts,500,"['Chocolate Peanut Butter', 'Brownie Fudge', 'Cup Cake', 'Shrikhand', 'Coffee']",Delivery,Banashankari
"480/A, 50 feet road, Nagendra block, Near PES College, Nagendra block, Banashankari, Bangalore",Chickpet Donne Biryani House,No,No,3.7/5,21,"+91 9482020323
080 68888834",Banashankari,Quick Bites,Biryani,250,"['Mutton Biryani', 'Chai', 'Raita', 'Ambur Biryani', 'Rolls']",Delivery,Banashankari
"BDA Shopping Complex, 24th Cross Road, Siddanna Layout, 2nd Stage, Banashankari, Bangalore",Me And My Cake,No,No,,0,+91 9036070410,Banashankari,Delivery,"Bakery, Desserts",500,"['Chocolate Mousse', 'Cappuccino', 'Caesar Salad', 'Hot Chocolate', 'Sandwiches']",Delivery,Banashankari
"Shop 18 , 3rd cross road,Markandeya Layout, Banashankari, Bangalore",Sunsadm,No,No,,0,+91 7829290358,Banashankari,"Takeaway, Delivery",South Indian,400,"['Bhel Puri', 'Idli', 'Dum Ka Chicken', 'Beer', 'Plain Dosa']",Delivery,Banashankari
"625, 5th Cross Road, Hanumanthnagar, Banashankari, Bangalore",Annapooraneshwari Mess,No,No,,0,+91 9742009518,Banashankari,Mess,South Indian,200,"['Coffee', 'Chicken Curry', 'Masala Dosa', 'Chicken Fry', 'Kerala Parotta']",Delivery,Banashankari
"941, 21st Main Road, BSK 2nd Stage , Near BDA Complex, Banashankari, Bangalore",Thanco's Natural Ice Creams,No,No,3.2/5,9,"080 41477334
+91 9900260006",Banashankari,Dessert Parlor,Ice Cream,300,"['Oreo Shake', 'Chocolate Mousse', 'Courteous Staff', 'Hot Chocolate Fudge', 'Banana Split']",Delivery,Banashankari
"304, Opposite Apollo Public School, 100 Feet Ring Road, 4th Phase, 7th Block, Banashankari 3rd Stage, Bangalore,",Nandhini Deluxe,No,No,2.6/5,283,"080 26890011
080 26890033",Banashankari,Casual Dining,North Indian,600,"['Vada', 'Paneer Bhurji', 'Fish Curry', 'Kachori', 'Sea Food']",Delivery,Banashankari
"3828, Near Deve Gowda Petrol Bunk, 30th Cross, 3rd Stage, Banashankari, Bangalore",Vi Ra's Bar and Restaurant,No,No,3.3/5,62,"+91 9845063930
+91 7411148111",Banashankari,Bar,"South Indian, North Indian, Chinese",800,"['Beer', 'Roti', 'Palak Rice', 'Mutton Biryani', 'Butter Chicken']",Delivery,Banashankari
"50 Feet Road, Hanumanthanagar, Banashankari, Bangalore",Kaggis,No,No,3.8/5,64,"+91 9900191258
080 26509710",Banashankari,Quick Bites,"Fast Food, Bakery",250,"['Chocolate Ganache', 'Chocolate Sundae', 'Mocktails', 'Pizza', 'Burgers']",Delivery,Banashankari
"34, 22nd Main, 22nd Cross, Opposite BDA, 2nd Stage, Banashankari, Bangalore",Ayda Persian Kitchen,No,No,3.7/5,39,080 42124293,Banashankari,Casual Dining,"North Indian, Iranian",950,"['Samosa', 'Panipuri', 'Masala Dosa', 'Dal Makhani', 'Lobster Risotto']",Delivery,Banashankari
"24/1, 23rd Cross, 6th Main Road, Opposite Kaveri Grameena Bank, 2nd Stage, Banashankari, Bangalore",Chatar Patar,No,No,3.7/5,65,+91 7619353103,Banashankari,Quick Bites,"Fast Food, Street Food",300,"['Pasta Alfredo', 'Kulfi', 'Pav Bhaji', 'Brownie', 'Sandwich']",Delivery,Banashankari
"96, Opposite Jain Collage, Basavanagudi, Bangalore",Polar Bear,Yes,No,3.8/5,71,080 49652725,Basavanagudi,Dessert Parlor,"Ice Cream, Desserts, Beverages, Sandwich",400,"['Sandwiches', 'Veg Sandwich', 'Chocolate Cake', 'Fudge Cake', 'Thick Shakes']",Delivery,Banashankari
"2465, 3rd Floor, Opposite BDA Complex, 24th Cross, Banashankari, Bangalore",Kidambi's Kitchen,No,No,3.5/5,52,"080 42112211
+91 9880412211",Banashankari,Quick Bites,South Indian,300,"['Ghee Rice', 'Butter Chicken', 'Draught Beer', 'Gongura Biryani', 'Tea']",Delivery,Banashankari
"295/A, 7th Main road, 7th Block, 3rd Stage, Banashankari, Bangalore",Mane Thindi,No,No,3.7/5,130,+91 9964410276,Banashankari,Quick Bites,South Indian,200,"['Filter Coffee', 'Rice', 'Tea', 'Deluxe Thali', 'Badam Milk']",Delivery,Banashankari
"1189, 10th Cross, Shankarnag Circle, 1st Stage, 2nd Block, Banashankari, Bangalore",Kotian Karavali Restaurant,No,No,3.5/5,10,+91 7829336984,Banashankari,Quick Bites,"South Indian, Biryani",300,"['Brain Fry', 'Rice', 'Chicken Biryani', 'Vada', 'Pizza Dosa']",Delivery,Banashankari
"415, 1st C Cross, Banashankari 3rd Stage, 5th Block, Bangalore, Banashankari, Bangalore",Floured-Baked With Love,No,No,3.8 /5,45,"+91 9845552266
+91 9845552288",Banashankari,"Takeaway, Delivery",Bakery,400,"['Veg Burger', 'Hot Chocolate', 'Fruit Cake', 'Chocolate Cake', 'Pizza']",Delivery,Banashankari
"27, 80 Feet Road, Srinivasnagar, Banashankari, Bangalore",Cakes & Slices,No,No,3.5/5,13,"+91 9845174427
080 25908416",Banashankari,Bakery,"Bakery, Desserts",300,"['Donut', 'Coffee', 'Red Velvet Cake', 'Sandwiches', 'Paan Ice Cream']",Delivery,Banashankari
"Number 42, 4th Block, 6th Stage Banashankari, Vrishabhvachi Nagar, Opposite RV College of Architecture, Bangalore",Spice 9,No,No,3.4/5,8,+91 8298113218,Banashankari,Quick Bites,"Biryani, North Indian, Chinese, Fast Food",300,"['Veg Thali', 'Mutton Biryani', 'Murgh Ghee Roast', 'Mocktails', 'Biryani']",Delivery,Banashankari
"1722, 13th Main Road 31st Cross BSK, 2nd Stage, Banashankari, Bangalore",Coffee Shopee,No,No,,0,+91 9591504624,Banashankari,"Takeaway, Delivery",Beverages,250,"['Sandwiches', 'Faluda', 'Pizza', 'Hot Chocolate', 'Chaat']",Delivery,Banashankari
"2, 3rd Cross, Near Pesit College, Banashankari, Bangalore",Naveen Kabab & Biriyani Mane,No,No,3.2/5,9,"+91 9611109111
+91 9880421603",Banashankari,Quick Bites,Biryani,300,"['Mutton Biryani', 'Paneer Tikka Masala', 'Tomato Soup', 'Chicken Roll', 'Butter Chicken']",Delivery,Banashankari
"8, Katriguppe Main Road, Vivekananda Nagar, 3rd Stage, Banashankari, Bangalore",Katriguppe Donne Biryani,No,No,3.2/5,4,+91 9964847091,Banashankari,Quick Bites,North Indian,300,"['Shawarma', 'Paratha', 'Ajwaini Paratha', 'Hyderabadi Biryani', 'Biryani']",Delivery,Banashankari
"594, 24 The Cross BSK, Opposte Oriental Bank, Banashankari, Bangalore",Hari Super Sandwich,No,No,NEW,0,+91 9886722163,Banashankari,"Takeaway, Delivery","Sandwich, Pizza, Beverages",200,"['Fries', 'Hot Chocolate Fudge', 'Pasta', 'Cheesecake', 'Momos']",Delivery,Banashankari
"7/1, Behind BMS College Hostel, 80 Feet Road, 1st Stage, Srinivas Nagar Bank Colony, Banashankari, Bangalore",Atithi Point Ande Ka Funda,No,No,3.1/5,29,+91 8123145797,Banashankari,Quick Bites,North Indian,150,"['Masala Papad', 'Thali', 'Fish', 'Roti', 'Biryani']",Delivery,Banashankari
"3967, VHBC Society, Girinagar Phase 4, Hosekerehalli Mani Road, Banashankari 3rd Stage, Banashankari, Bangalore",Just Bake,No,No,3.4/5,8,"+91 9535674477
080 26420777",Banashankari,Bakery,"Bakery, Desserts",400,"['Blueberry Cheesecake', 'Fudge Cake', 'Sandwiches', 'Chocolate Cake', 'Cup Cake']",Delivery,Banashankari
"Shop 25, 1st Cross, 50 Feet Main Road, Near BDA Park, Girinagar, Banashankari, Bangalore",Dharwad Line Bazaar Mishra Pedha,No,No,,0,+91 9901539269,Banashankari,Dessert Parlor,Mithai,150,"['Kachori', 'Pav Bhaji', 'Puri Sabzi', 'Samosa', 'Rasgulla']",Delivery,Banashankari
"Near Seetha Circle, Vivekananda Park Road, Girinagar, Banashankari, Bangalore",Cake Bite,No,No,,0,+91 8277102303,Banashankari,Bakery,Bakery,300,"['Chocolate Ganache', 'Sandwiches', 'Chocolate Mocha', 'Eggless Cake', 'Donut']",Delivery,Banashankari
"41/10, Near PESIT Collage, 8th Main Road, 1st Cross, Dwarakanagar, Banashankari, Bangalore",Aarush's Food Plaza,No,No,,0,+91 9008179916,Banashankari,Quick Bites,"North Indian, Street Food",200,"['Kulfi', 'Fish', 'Chaach', 'Paneer Tikka', 'Roti']",Delivery,Banashankari
"3148, 2nd Cross, 4th Phase Girinagar, Near Hosagarnahalli Cross, Banashankari, Bangalore",Wood Stove,No,No,,0,+91 9845810938,Banashankari,"Takeaway, Delivery",South Indian,150,"['Filter Coffee', 'Rasam Vada', 'Halwa', 'Roti', 'Coffee']",Delivery,Banashankari
"662, 19th Main, Kidney Foundation, Padmanabhan Nagar, Banashankari, Bangalore",Kulfi & More,No,No,,0,+91 9902901010,Banashankari,Dessert Parlor,"Ice Cream, Desserts, Juices",150,"['Cake Pops', 'Burgers', 'Panipuri', 'Fudge Cake', 'Hot Chocolate Fudge']",Delivery,Banashankari
"1189, 9th Main, Ashok Nagar, Bank 1st Stage, Banashankari, Bangalore",Kannadigas Karavali,No,No,,0,"+91 8971651469
+91 9535195566",Banashankari,Quick Bites,"Mangalorean, South Indian, North Indian",250,"['Draught Beer', 'Sea Food', 'Idli', 'Cheese Balls', 'Chicken Tikka']",Delivery,Banashankari
"27, 27th Cross, 2nd Stage, Banashankari, Bangalore",K27 - The Pub,No,No,3.1/5,30,+91 9980097472,Banashankari,Bar,"Chinese, North Indian","1,000","['Rice', 'Biryani', 'Poha', 'Pork Ribs', 'Dum Biryani']",Delivery,Banashankari
"4001/4002, Annapoorneshwari Plaza, Near Seetha Circle, Hosakerehalli Cross, Banashankari, Bangalore",Bengaluru Coffee House,Yes,No,4.1/5,201,+91 9740180090,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",300,"['Chole Bhature', 'Masala Dosa', 'Thali', 'Biryani', 'Masala Vada Pav']",Delivery,Banashankari
"89, Near PES College, 22nd Main Road, Girinagar, 1st Stage, Banashankari, Bangalore",New Mangalore Lunch Home,No,No,3.3/5,7,,Banashankari,Quick Bites,"Mangalorean, South Indian, North Indian",200,"['Marwai Sukka', 'Prawn Ghee Roast', 'Ghee Roast Mutton', 'Tea', 'Chilli Chicken']",Delivery,Banashankari
"10th Main, Hanumanthanagar, 50 Feet Road, Phase 1, Banashankari, Bangalore",Coffee Bytes,No,No,3.1/5,6,+91 9945756375,Banashankari,Quick Bites,"Fast Food, South Indian",100,"['Peri Peri Prawn', 'Masala Dosa', 'Butter Paneer', 'Fish', 'Sandwiches']",Delivery,Banashankari
"68, Opposite ICICI Bank, 21st Main Road, 2nd Stage, Banashankari, Bangalore",Parjanya Chat Zone,No,No,3.3/5,17,+91 9513333364,Banashankari,Quick Bites,"Street Food, Fast Food",200,"['Poha', 'Corn Sandwich', 'Lassi', 'Kachori', 'Chai']",Delivery,Banashankari
"590, 24th Cross, 2nd Stage, Banashankari, Bangalore",Kwality Wall's Swirl's Happiness Station,No,No,2.9/5,25,+91 9742787111,Banashankari,Dessert Parlor,"Ice Cream, Desserts",200,"['Coffee', 'Brownie Shake', 'Kulfi', 'Cheesecake', 'Mango Kulfi']",Delivery,Banashankari
"346, 7th Cross, 8th Main Road, Padmanabham Nagar, Banashankari, Bangalore",Soms Kitchen & Bakes,No,No,,0,+91 7406567897,Banashankari,Delivery,"South Indian, North Indian, Continental",400,"['Masala Papad', 'Vada', 'Hefeweizen', 'Biryani', 'Masala Dosa']",Delivery,Banashankari
"17/1, Ramalh Garden, Kadieranahall Circle, Near Raghavendra Flour Mill, Dr Vishnuvardhan Main Road, BSK 2nd Stage, Banashankari, Bangalore",Banashankari Nati Style,No,No,,0,"+91 9035141678
+91 9742174293",Banashankari,Quick Bites,"Biryani, Chinese, South Indian, North Indian",350,"['Ghee Rice', 'Chaat', 'Chicken Biryani', 'Shahi Paneer', 'Pasta']",Delivery,Banashankari
"Padmanabhanagar, Banashankari, Bangalore",Ruchi Maayaka,No,No,3.3/5,8,+91 9206517566,Banashankari,Delivery,South Indian,100,"['Masala Dosa', 'Pizza Dosa', 'Biryani', 'Vada', 'Chicken Wings']",Delivery,Banashankari
"29, 5th Cross, Near PES College, 100 Feet Road, Dwaraka Nager, Banashankari, Bangalore",Mohitesh Hut Roll,No,No,,0,+91 8147341276,Banashankari,Quick Bites,"Rolls, North Indian",150,"['Egg Roll', 'Chicken Kebab', 'Lassi', 'Chicken Curry', 'Paratha']",Delivery,Banashankari
"692, 12th Cross, 7th Block Kankapura Main Road, Banashankari, Bangalore",Sri Basaveshwar Jolada Rotti Oota,No,No,,0,"+91 9663341824
+91 7204025617",Banashankari,Quick Bites,South Indian,150,"['Sabudana Vada', 'Chaat', 'Afghan Chicken', 'Mutton Chops', 'Appam']",Delivery,Banashankari
"28, 4th Cross Road, Dwaraka Nagar, Banashankari, Bengaluru",Roll Magic Fast Food,No,No,NEW,0,+91 9731409204,Banashankari,"Takeaway, Delivery","Biryani, Rolls, Chinese",200,"['Custard Apple Cream', 'Mutton Biryani', 'Salad', 'Sandwiches', 'Pork Curry']",Delivery,Banashankari
"3/16, 22 Main Road, Magenta Block, PES College, Road Bank Colony, Banashankari, Bangalore",Foodlieious Multi Cuisine,No,No,NEW,0,"+91 9168753522
+91 8217877100",Banashankari,Quick Bites,North Indian,100,"['Panneer Butter Masala', 'Chicken Biryani', 'Malai Kofta', 'Stuffed Paratha', 'Lassi']",Delivery,Banashankari
"17/1, Ramaiah Garden, Kadirenahalli Circle, Dr Vishnuvardhan Main Road, 2nd Stage, Banashankari, Bangalore",Thanishka Nati And Karavali Style,No,No,NEW,0,"+91 9108823881
+91 8722229336",Banashankari,Quick Bites,"Biryani, Fast Food",400,"['Naan', 'Chicken Curry', 'Chicken Guntur', 'Donne Biryani', 'Paratha']",Delivery,Banashankari
"2/1, 7th Main, Dwarakangar, Banashankari, Bangalore",Swathi Cool Point,No,No,,0,+91 9480356851,Banashankari,Beverage Shop,"Beverages, Juices",200,"['Sweet Lassi', 'Blueberry Waffles', 'Salad', 'Badam Milk', 'Pav Bhaji']",Delivery,Banashankari
"487, Cauvery Complex, S.B.M Colony, 80 Feet Road, Banashankri, Bangalore",Kaumudis Juoice,No,No,,0,+91 7829662162,Banashankari,"Beverage Shop, Quick Bites","Beverages, Fast Food, Juices",150,"['Belgium Chocolate', 'Noodles', 'Fries', 'Cheesecake', 'Tacos']",Delivery,Banashankari
"10, 4th cross, Muneshwara Block, Devinagar, Banashankari, Bangalore",Amma - Manae,No,No,,0,"+91 8095145774
+91 9986843104",Banashankari,"Takeaway, Delivery",South Indian,400,"['Brain Fry', 'Kokum Sharbat', 'Crispy Dosa', 'Badam Milk', 'Egg Biryani']",Delivery,Banashankari
"559/1, Opposite Canara Bank ATM, Pipelane Road, Sri Nagar, Banashankari, Bengaluru",Sri Sai Tiffannies,No,No,,0,+91 9483901438,Banashankari,Quick Bites,"South Indian, Chinese",150,"['Chicken Guntur', 'Tender Coconut Pudding', 'Brownie', 'Mutton Chops', 'Hakka Noodles']",Delivery,Banashankari
"263, 3rd Main Road, Chikka Laksandra, Banashankari, Bangalore",Hotel Andhra Speices,No,No,,0,+91 9591079669,Banashankari,Quick Bites,Andhra,250,"['Dal Fry', 'Vegetable Biryani', 'Chilli Chicken', 'Chicken Boneless Biryani', 'Biryani']",Delivery,Banashankari
"57, 3rd cross, 80 feet Road, Banashankari, Bangalore",Sri Murari Family Restaurant,No,No,,0,"+91 9886670026
+91 9035992000",Banashankari,Quick Bites,Biryani,250,"['Beef Curry', 'Chicken Biryani', 'Chilli Chicken', 'Chicken Wrap', 'Paratha']",Delivery,Banashankari
"94, Katriguppe Main Road, Opposite Pai Showroom, Banashankari, Bangalore",Aramane Donne Biriyani,No,No,,0,"+91 6360738836
+91 7892206383",Banashankari,Quick Bites,"South Indian, Biryani",150,"['Butter Chicken', 'Aloo Fry', 'Egg Biryani', 'Curd Rice', 'Roti']",Delivery,Banashankari
"66, Benaka, 2nd Cross, 2nd Main, Kathriguppe East, 3rd Stage, Banashankari, Bangalore",Darkolates,No,No,,0,+91 9901215056,Banashankari,Confectionery,Desserts,200,"['Chocolate Truffle', 'Cup Cake', 'Chocolate Walnut Cake', 'Rolls', 'Ice Cream Roll']",Delivery,Banashankari
"617, 100 Feet Ring Road Next to Devegowda Petrol Pump, Banashankari, Bangalore",Swaada Healthy Kitchen,No,No,,0,+91 9964218383,Banashankari,"Quick Bites, Beverage Shop","Healthy Food, Juices, Sandwich",350,"['Pasta', 'Momos', 'Lassi', 'Brownie', 'Peri Peri Fries']",Delivery,Banashankari
"209, 5th Cross, AG Thaneerappa Road, 1st Phase Girinagar, Ganapathi Nagar, Banashankari Stage I, Banashankari, Bengaluru",Gawdaru Mane Beriyani,No,No,,0,+91 9449798423,Banashankari,Quick Bites,"South Indian, Biryani",300,"['Tea', 'Masala Dosa', 'Chicken Curry', 'Idli', 'Pepper Chicken']",Delivery,Banashankari
"Bhuvaneshwari Nagar BSK 3RD Stage, Banashankari, Bangalore",Melting Melodies,No,No,NEW,0,"+91 8970474798
+91 8747977555",Banashankari,"Takeaway, Delivery","Pizza, Fast Food",100,"['Cappuccino', 'Paneer Pizza', 'Salads', 'Big Bang Shake', 'Burgers']",Delivery,Banashankari
"77, 50 Ft Road, Hanumathnagara, Banashankari, Bangalore",New Indraprasta,No,No,NEW,0,+91 8867333003,Banashankari,Quick Bites,"South Indian, Beverages",150,"['Nitrogen Ice Cream', 'Brownie Sundae', 'Masala Dosa', 'Cookie Monster Shake', 'Fries']",Delivery,Banashankari
"21, 80 Feet Road, 3rd Phase, 4th Block, 3rd Stage, Banashankari, Bangalore",Anna Kuteera,Yes,No,4.0/5,771,+91 9620009302,Banashankari,Casual Dining,"South Indian, North Indian, Chinese",450,"['Thandai', 'Roti', 'Coffee', 'Kadhai Paneer', 'Masala Vada']",Delivery,Banashankari
"1, Near BDA Complex, 24th Main, 2nd Stage, Banashankari, Bangalore",Darbar,No,No,3.0/5,98,+91 8861271465,Banashankari,Bar,"North Indian, Chinese",800,"['Ghee Roast Paneer', 'Caramel Custard', 'Salad', 'Fish', 'Chicken Grill']",Delivery,Banashankari
"No.37, Shree Complex, Next to Dominoes Pizza, Bull temple Road, Basavanagudi, Bangalore",Vijayalakshmi,Yes,No,3.9/5,47,080 49653547,Basavanagudi,Quick Bites,South Indian,200,"['Coffee', 'Vada', 'Chicken Curry', 'Sunday Brunch', 'Veg Dosa']",Delivery,Banashankari
"155, 43rd Cross Road, 8th Block, Jayanagar, Bangalore",Sri Udupi Food Hub,Yes,Yes,4.1/5,175,+91 9916866033,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese, Beverages",500,"['Chaat', 'Masala Dosa', 'Fish', 'Chicken Burger', 'Neer Dosa']",Delivery,Banashankari
"No.1585, 22nd Main,Banashankari 1st Stage",Udupi Upahar,Yes,No,3.8/5,58,080 45128750,Banashankari,Quick Bites,"South Indian, Chinese, North Indian, Juices",300,"['Fruit Bowl', 'Coffee', 'Noodles', 'Idli', 'Fish']",Delivery,Banashankari
"39/1, R.V Road, Opposite Vijaya College, Basavanagudi, Bangalore",House Of Kebabs,Yes,No,3.8/5,540,080 49653042,Basavanagudi,Casual Dining,"North Indian, Kebab, Biryani, Chinese",650,"['Raita', 'Murgh Ghee Roast', 'Paratha', 'Naan', 'Butter Naan']",Delivery,Banashankari
"608, 21st Cross, Kumaraswamy Layout, Bangalore",Roll N Rock,Yes,No,3.8/5,124,+91 9590941992,Kumaraswamy Layout,Quick Bites,"Chinese, North Indian, Mughlai, Rolls",400,"['Chicken Roll', 'Chicken Grill', 'Crispy Noodle', 'Brownie', 'Cocktails']",Delivery,Banashankari
"100 Feet Ring Road, 2nd Phase, Banashankari, Bangalore",BOX8- Desi Meals,Yes,No,4.1/5,340,022 33552698,Banashankari,"Takeaway, Delivery","North Indian, Mughlai, Fast Food",500,"['Beer', 'Chicken Dum Biryani', 'Ginger Tea', 'Mughlai Paratha', 'Dj']",Delivery,Banashankari
"1, 80 Feet Road, 6th Block, 3rd Stage, Banashankari, Bangalore",KFC,Yes,No,3.8/5,505,080 33994444,Banashankari,Quick Bites,"Burger, Fast Food",450,"['Burgers', 'Misal Pav', 'Ginger Chai', 'California Burrito', 'Pizza']",Delivery,Banashankari
"12, Banashankari, Bangalore",Bitez,No,No,NEW,0,+91 9916781796,Banashankari,Quick Bites,Fast Food,100,"['Rolls', 'Chocolate Popcorn', 'Burgers', 'Kachori', 'Chaat']",Delivery,Banashankari
"1A/29 , Shop 2 , 27th Cross, Jayanagar, Bangalore",Roll Over,Yes,No,4.1/5,438,"+91 8884942976
+91 8884942900",Jayanagar,Dessert Parlor,"Desserts, Ice Cream, Beverages, Fast Food, Sandwich",500,"['Cheesecake', 'Dabeli', 'Fries', 'Creme Caramel', 'Filter Coffee']",Delivery,Banashankari
"153, Satellite Bus Stand, Byataranyapura, Mysore Road, Bangalore",Imperial Restaurant,Yes,No,3.7/5,264,"+91 7338431313
080 26741313",Mysore Road,Casual Dining,"North Indian, Chinese, Biryani, Beverages",750,"['Raita', 'Roti', 'Biryani', 'Paneer Biryani', 'Tangdi Kabab']",Delivery,Banashankari
"Dayanand Sagar College Road, Kumaraswamy Layout, Bangalore",Lassi Shop,Yes,No,3.9/5,169,+91 7975669805,Kumaraswamy Layout,Beverage Shop,"Beverages, Juices, Ice Cream",150,"['Chicken Grill', 'Pasta Salad', 'Aloo Papdi Chaat', 'Chocolate Mousse', 'Panipuri']",Delivery,Banashankari
"Basement, MR Complex, Near Police Station, 25th Cross, 14th Main, Kumaraswamy Layout, Bangalore",The Fortuna,Yes,No,3.0/5,67,"+91 7829217247
080 25985676",Kumaraswamy Layout,Quick Bites,"North Indian, Chinese",250,"['Thali', 'Pasta', 'Dal Makhani', 'Chicken Butter Masala', 'Veg Thali']",Delivery,Banashankari
"28/29, 9th Main Road, 3rd Block, Jayanagar, Bangalore",Wahab,Yes,No,3.7/5,97,+91 9845088001,Jayanagar,Quick Bites,"North Indian, Mughlai, Chinese",350,"['Tomato Soup', 'Chicken Roll', 'Pizza', 'Basmati Rice', 'Noodles']",Delivery,Banashankari
"11/2, Ground Floor, Khazi Street, Basavanagudi, Bangalore",Al Diwan Biryanis And More,Yes,No,3.3/5,12,080 45128807,Basavanagudi,"Takeaway, Delivery",Biryani,300,"['Beef Biryani', 'Chicken Biryani', 'Mocktails', 'Chicken Fry', 'Hyderabadi Biryani']",Delivery,Banashankari
"4th Cross Road, Byatarayanapura, Srinagar, Banashankari, Bangalore",New Gowda's Fried Chicken,Yes,No,3.3/5,12,+91 9066998880,Banashankari,Quick Bites,Biryani,300,"['Butter Naan', 'Chicken Curry', 'Fish', 'Paratha', 'Fish Biryani']",Delivery,Banashankari
"28-29, 3rd Block, 9th Main Road, Jayanagar, Bangalore",Canton,Yes,No,3.6/5,195,"080 41410069
+91 9611320069",Jayanagar,Casual Dining,"Chinese, Seafood, Biryani",800,"['Chicken Grill', 'Chicken Biryani', 'Chicken Butter Masala', 'Roti', 'Panneer Butter Masala']",Delivery,Banashankari
"92/1, Gandhi Bazaar Main Road, Basavangudi. Next to Vodafone Showroom, Basavanagudi, Bangalore",Diabetics Dezire Sugarless Sweets and Bakes,Yes,No,3.3/5,13,"+91 9035515333
080 41692690",Basavanagudi,"Dessert Parlor, Sweet Shop","Desserts, Mithai",300,"['Chocolate Fudge', 'Rasgulla', 'Vegetable Biryani', 'Belgian Waffles', 'Chocolate Fantasy']",Delivery,Banashankari
"615/1, Ground Floor, Janardhan Mansion, 10th C Main, 32nd D Cross, 4th Block, Jayanagar, Bangalore",The Blue Wagon - Kitchen,Yes,No,4.6/5,228,"+91 8105485007
+91 8095904280",Jayanagar,Cafe,"Cafe, Beverages",400,"['Waffles', 'Chocolava', 'Pizza', 'Savoury Crepe', 'Cookie Crunch']",Delivery,Banashankari
